drug,sideEffect
DB00130,Liver_dysfunction
DB00130,Malaise
DB00130,Malnutrition
DB00130,Mastodynia
DB00130,Mental_depression
DB00130,Mental_disorders
DB00130,Musculoskeletal_discomfort
DB00130,Myalgia
DB00130,Mycoses
DB00130,Nail_diseases
DB00130,Nausea
DB00130,Nephrolithiasis
DB00130,Pain
DB00130,Pancreatitis
DB00130,Peripheral_neuropathy
DB00130,Pharyngitis
DB00130,Pruritus
DB00130,Pyelonephritis
DB00130,Rectal_pain
DB00130,Rectal_tenesmus
DB00130,Rhinitis
DB00130,Rigor_-_temperature-associated_observation
DB00130,Sensory_discomfort
DB00130,Sepsis
DB00130,Sleeplessness
DB00130,Thirst
DB00130,Urethral_diseases
DB00130,Urologic_diseases
DB00130,Vascular_diseases
DB00130,Virus_diseases
DB00130,Vomiting
DB00130,Xerostomia
DB00134,Nausea
DB00134,Vomiting
DB00136,Anorexia
DB00136,Conjunctivitis
DB00136,Constipation
DB00136,Nausea
DB00136,Pancreatitis
DB00136,Vomiting
DB00138,Nausea
DB00141,Allergic_reaction
DB00145,Fluid_overload
DB00146,Constipation
DB00146,Nausea
DB00146,Vomiting
DB00150,Vomiting
DB00162,Anorexia
DB00162,Vomiting
DB00169,Anorexia
DB00169,Nausea
DB00169,Pancreatitis
DB00169,Vomiting
DB00175,Abdomen_distended
DB00175,Abdominal_pain
DB00175,Absence_of_sensation
DB00175,Acute_coronary_syndrome
DB00175,Alanine_aminotransferase_increased
DB00175,Amnesia
DB00175,Anaphylaxis
DB00175,Anemia
DB00175,Anemia%2C_hemolytic
DB00175,Angina_pectoris
DB00175,Angioedema
DB00175,Anti-nuclear_factor_positive
DB00175,Anxiety
DB00175,Arthralgia
DB00175,Arthritis
DB00175,Asthenia
DB00175,Autoimmune_necrotizing_myopathy
DB00175,Blood_creatine_phosphokinase_increased
DB00175,Blurred_vision
DB00175,Cardiac_pain
DB00175,Chest_pain
DB00175,Chills
DB00175,Chronic_active_hepatitis
DB00175,Cognition_disorders
DB00175,Common_cold
DB00175,Communicable_diseases
DB00175,Confusion
DB00175,Constipation
DB00175,Coughing
DB00175,Creatine_phosphokinase_increased
DB00175,Deafness
DB00175,Dermatitis
DB00175,Dermatitis%2C_phototoxic
DB00175,Dermatomyositis
DB00175,Diarrhea
DB00175,Diplopia
DB00175,Dizziness
DB00175,Drug_interactions
DB00175,Dysgeusia
DB00175,Dyspepsia
DB00175,Dyspnea
DB00175,Dysuria
DB00175,Edema
DB00175,Endophthalmitis
DB00175,Eosinophilia
DB00175,Erythema_multiforme
DB00175,Exanthema
DB00175,Facial_paresis
DB00175,Fatigue
DB00175,Feeling_abnormal
DB00175,Fever
DB00175,Flatulence
DB00175,Forgetful
DB00175,Gamma-glutamyltransferase_increased
DB00175,Gastrointestinal_pain
DB00175,Gynecomastia
DB00175,Headache
DB00175,Hearing_impairment
DB00175,Heartburn
DB00175,Hepatic_necrosis
DB00175,Hepatitis
DB00175,Hypersensitivity
DB00175,Hypertensive_disease
DB00175,Hypesthesia
DB00175,Icterus
DB00175,Ill-defined_disease
DB00175,Impaired_cognition
DB00175,Infectious_lung_disorder
DB00175,Influenza
DB00175,Jaundice%2C_obstructive
DB00175,Kidney_failure%2C_acute
DB00175,Lens_opacities
DB00175,Leukopenia
DB00175,Liver_carcinoma
DB00175,Liver_failure
DB00175,Localized_pain
DB00175,Lupus_erythematosus
DB00175,Lupus_erythematosus%2C_systemic
DB00175,Malaise
DB00175,Malignant_neoplasm_of_liver
DB00175,Memory_impairment
DB00175,Memory_loss
DB00175,Mental_depression
DB00175,Muscle_cramp
DB00175,Musculoskeletal_discomfort
DB00175,Musculoskeletal_pain
DB00175,Myalgia
DB00175,Myocardial_infarction
DB00175,Myopathy
DB00175,Nasopharyngitis
DB00175,Nausea
DB00175,Nervousness
DB00175,Nocturia
DB00175,Nodule
DB00175,Numbness
DB00175,Pain
DB00175,Pancreatitis
DB00175,Panophthalmitis
DB00175,Paresthesia
DB00175,Pathological_dilatation
DB00175,Peripheral_nerve_palsy
DB00175,Pharyngitis
DB00175,Photosensitivity_of_skin
DB00175,Polymyalgia_rheumatica
DB00175,Pruritus
DB00175,Purpura
DB00175,Respiratory_tract_infections
DB00175,Rhabdomyolysis
DB00175,Rhinitis
DB00175,Sensory_discomfort
DB00175,Sexual_dysfunction
DB00175,Sinusitis
DB00175,Sleep_disorders
DB00175,Sleep_disturbances
DB00175,Spasm
DB00175,Stevens-johnson_syndrome
DB00175,Tension
DB00175,Thrombocytopenia
DB00175,Tinnitus
DB00175,Toxic_epidermal_necrolysis
DB00175,Tracheobronchitis
DB00175,Traumatic_injury
DB00175,Upper_respiratory_infections
DB00175,Urinary_tract_infection
DB00175,Vascular_purpura
DB00175,Vasculitis
DB00175,Viith_nerve_paralysis
DB00175,Virus_diseases
DB00175,Visual_impairment
DB00175,Vomiting
DB00175,Weight_decreased
DB00175,Weight_gain
DB00175,Wounds_and_injuries
DB00176,Abdomen_distended
DB00176,Abdominal_pain
DB00176,Abnormal_coordination
DB00176,Abnormal_ejaculation
DB00176,Abnormal_vision
DB00176,Accidental_injury
DB00176,Acne
DB00176,Activation_syndrome
DB00176,Acute_coronary_syndrome
DB00176,Ageusia
DB00176,Aggressive_behavior
DB00176,Agitation
DB00176,Agoraphobia
DB00176,Agranulocytosis
DB00176,Akathisia
DB00176,Akinesia
DB00176,Alcohol_intolerance
DB00176,Alopecia
DB00176,Alteration_in_patterns_of_urinary_elimination
DB00176,Amblyopia
DB00176,Amenorrhea
DB00176,Amnesia
DB00176,Anaphylaxis
DB00176,Anemia
DB00176,Anger
DB00176,Angina_pectoris
DB00176,Angioedema
DB00176,Anorectal_discomfort
DB00176,Anorexia
DB00176,Anorgasmia
DB00176,Anuria
DB00176,Anxiety
DB00176,Apathy
DB00176,Aplastic_anemia
DB00176,Apnea
DB00176,Arthralgia
DB00176,Arthritis
DB00176,Arthropathy
DB00176,Asthenia
DB00176,Asthma
DB00176,Ataxia
DB00176,Atrial_premature_complexes
DB00176,Atrioventricular_block
DB00176,Back_pain
DB00176,Biliary_colic
DB00176,Bladder_pain
DB00176,Blepharitis
DB00176,Blood_glucose_increased
DB00176,Blood_lactate_dehydrogenase_increased
DB00176,Blurred_vision
DB00176,Bone_pain
DB00176,Bradycardia
DB00176,Breast_diseases
DB00176,Bronchitis
DB00176,Bruxism
DB00176,Bullous_dermatitis
DB00176,Bullous_eruption
DB00176,Bursitis
DB00176,Cardiac_arrest
DB00176,Cardiac_arrhythmia
DB00176,Cardiomyopathies
DB00176,Cardiopulmonary_arrest
DB00176,Cardiovascular_diseases
DB00176,Central_nervous_system_depression_%28disorder%29
DB00176,Central_nervous_system_neoplasms
DB00176,Cerebrovascular_accident
DB00176,Chest_pain
DB00176,Chills
DB00176,Cholecystitis
DB00176,Cholelithiasis
DB00176,Cold_extremities
DB00176,Colitis
DB00176,Comatose
DB00176,Communicable_diseases
DB00176,Confusion
DB00176,Conjunctivitis
DB00176,Constipation
DB00176,Conversion_disorder
DB00176,Corneal_ulcer
DB00176,Coronary_artery_disease
DB00176,Coughing
DB00176,Cramps_of_lower_extremities
DB00176,Crying
DB00176,Cutaneous_hypersensitivity
DB00176,Cyanosis
DB00176,Cystitis
DB00176,Deafness
DB00176,Decrease_in_appetite
DB00176,Decreased_libido
DB00176,Degenerative_polyarthritis
DB00176,Deglutition_disorders
DB00176,Dehydration
DB00176,Delirium
DB00176,Delusions
DB00176,Depersonalization
DB00176,Depressed_level_of_consciousness
DB00176,Dermatitis
DB00176,Dermatitis%2C_atopic
DB00176,Dermatitis%2C_phototoxic
DB00176,Diabetes_mellitus
DB00176,Diarrhea
DB00176,Diplopia
DB00176,Discoloration_of_skin
DB00176,Disorder_of_accommodation
DB00176,Disorder_of_ejaculation
DB00176,Disorders_of_porphyrin_metabolism
DB00176,Disturbance_in_sexual_arousal
DB00176,Disturbance_in_thinking
DB00176,Dizziness
DB00176,Dream_disorder
DB00176,Drowsiness_of_the_newborn
DB00176,Dry_skin
DB00176,Dryness_of_eye
DB00176,Dysarthria
DB00176,Dysgeusia
DB00176,Dyskinetic_syndrome
DB00176,Dysmenorrhea
DB00176,Dyspepsia
DB00176,Dysphonia
DB00176,Dyspnea
DB00176,Dysuria
DB00176,Earache
DB00176,Ecchymosis
DB00176,Eczema
DB00176,Edema
DB00176,Edema_of_the_tongue
DB00176,Embolism
DB00176,Embolus
DB00176,Enlargement_abdomen
DB00176,Epistaxis
DB00176,Erectile_dysfunction
DB00176,Eructation
DB00176,Erythema_multiforme
DB00176,Esophagitis
DB00176,Euphoric_mood
DB00176,Exanthema
DB00176,Exfoliative_dermatitis
DB00176,Extrapyramidal_disorders
DB00176,Extrapyramidal_sign
DB00176,Eye_pain
DB00176,Facial_edema
DB00176,Fatigue
DB00176,Fecal_incontinence
DB00176,Feeling_abnormal
DB00176,Feeling_intoxicated
DB00176,Feeling_jittery
DB00176,Feeling_suicidal_%28finding%29
DB00176,Female_lactation
DB00176,Fever
DB00176,Fibrillation
DB00176,Flat_affect
DB00176,Flatulence
DB00176,Furuncle
DB00176,Furunculosis
DB00176,Gait%2C_unsteady
DB00176,Gait_abnormality
DB00176,Galactorrhea_not_associated_with_childbirth
DB00176,Gastritis
DB00176,Gastroenteritis
DB00176,Gastroesophageal_reflux_disease
DB00176,Gastrointestinal_carcinoma
DB00176,Gastrointestinal_hemorrhage
DB00176,Gastrointestinal_pain
DB00176,Gastrointestinal_ulcer
DB00176,Gingivitis
DB00176,Glossalgia
DB00176,Glossitis
DB00176,Goiter
DB00176,Halitosis
DB00176,Hallucinations
DB00176,Hangover_from_any_alcohol_or_other_drugs_substance
DB00176,Headache
DB00176,Heart_failure
DB00176,Hematemesis
DB00176,Hematuria
DB00176,Hemiplegia
DB00176,Hemoglobin_measurement
DB00176,Hemoptysis
DB00176,Hemorrhage
DB00176,Hemorrhoids
DB00176,Hemospermia
DB00176,Henoch-schoenlein_purpura
DB00176,Hepatitis
DB00176,Hernia
DB00176,Herpes_simplex_infections
DB00176,Herpes_zoster_disease
DB00176,Hiccough
DB00176,Hoarseness
DB00176,Homicidal_thoughts
DB00176,Hostility
DB00176,Hyperactive_behavior
DB00176,Hyperacusis
DB00176,Hypercholesterolemia
DB00176,Hyperesthesia
DB00176,Hyperglycemia
DB00176,Hyperhidrosis_disorder
DB00176,Hyperlipidemia
DB00176,Hyperprolactinemia
DB00176,Hypersensitivity
DB00176,Hypersomnia
DB00176,Hypertensive_disease
DB00176,Hyperventilation
DB00176,Hypesthesia
DB00176,Hypochondriasis
DB00176,Hypoglycemia
DB00176,Hypokalemia
DB00176,Hypokinesia
DB00176,Hypomenorrhea
DB00176,Hyponatremia
DB00176,Hyporeflexia
DB00176,Hypotension
DB00176,Hypotension%2C_orthostatic
DB00176,Hypothyroidism
DB00176,Hysteria
DB00176,Icterus
DB00176,Ileus
DB00176,Ill-defined_disease
DB00176,Inappropriate_adh_syndrome
DB00176,Increased_appetite_%28finding%29
DB00176,Increased_frequency_of_micturition
DB00176,Increased_libido
DB00176,Increased_sweating
DB00176,Increasing_frequency_of_cough
DB00176,Infective_vaginitis
DB00176,Influenza
DB00176,Intentional_self-injury
DB00176,Intestinal_obstruction
DB00176,Irregular_heart_beat
DB00176,Irritable_mood
DB00176,Kidney_calculi
DB00176,Kidney_failure
DB00176,Kidney_failure%2C_acute
DB00176,Labile_affect
DB00176,Lacrimal_apparatus_diseases
DB00176,Lacrimal_structural_disorder
DB00176,Lactic_dehydrogenase_activity_increased
DB00176,Laryngitis
DB00176,Laryngospasm
DB00176,Lethargy
DB00176,Leukocytosis
DB00176,Leukopenia
DB00176,Leukorrhea
DB00176,Liver_function_tests_abnormal_finding
DB00176,Lung_diseases%2C_interstitial
DB00176,Lung_diseases%2C_obstructive
DB00176,Lymphadenopathy
DB00176,Maculopapular_lesion
DB00176,Major_depressive_disorder
DB00176,Malaise
DB00176,Manic
DB00176,Manic_psychosis
DB00176,Mastodynia
DB00176,Melena
DB00176,Menopause
DB00176,Menorrhagia
DB00176,Menstrual_period_late
DB00176,Menstruation_disturbances
DB00176,Mental_depression
DB00176,Mental_handicap
DB00176,Metrorrhagia
DB00176,Migraine_disorders
DB00176,Mood_swings
DB00176,Muscle_hypertonia
DB00176,Muscle_hypotonia
DB00176,Muscle_relaxant_therapy
DB00176,Muscle_twitch
DB00176,Muscle_weakness
DB00176,Musculoskeletal_discomfort
DB00176,Musculoskeletal_stiffness
DB00176,Mutism
DB00176,Myalgia
DB00176,Myasthenias
DB00176,Mydriasis
DB00176,Myocardial_infarction
DB00176,Myoclonus
DB00176,Myopathy
DB00176,Nausea
DB00176,Neck_pain
DB00176,Neck_stiffness
DB00176,Nephrolithiasis
DB00176,Nervousness
DB00176,Neuralgia
DB00176,Neuropathy
DB00176,Neurotic_disorders
DB00176,Nocturia
DB00176,Non-infectious_cystitis
DB00176,Nuchal_rigidity
DB00176,Obesity
DB00176,Obsessions
DB00176,Obsessive_thoughts
DB00176,Oliguria
DB00176,Oral_ulcer
DB00176,Otitis_media
DB00176,Pain
DB00176,Pallor
DB00176,Palpitations
DB00176,Pancreatitis
DB00176,Paralysed
DB00176,Paranoia
DB00176,Paranoid_reaction
DB00176,Paresthesia
DB00176,Parkinsonian_disorders
DB00176,Pelvic_pain
DB00176,Pericarditis
DB00176,Peripheral_edema
DB00176,Peripheral_neuropathy
DB00176,Peripheral_vascular_diseases
DB00176,Pharyngitis
DB00176,Phlebitis
DB00176,Phobic_anxiety_disorder
DB00176,Photophobia
DB00176,Photosensitivity_of_skin
DB00176,Pneumonia
DB00176,Polyuria
DB00176,Premature_cardiac_complex
DB00176,Premenstrual_syndrome
DB00176,Priapism
DB00176,Prolonged_qt_interval
DB00176,Prostatic_diseases
DB00176,Pruritus
DB00176,Psoriasis
DB00176,Psychotic_disorders
DB00176,Pulmonary_infarction
DB00176,Pulse_irregular
DB00176,Purpura
DB00176,Rectal_hemorrhage
DB00176,Rectal_pain
DB00176,Rectal_tenesmus
DB00176,Renal_insufficiency
DB00176,Renal_pain
DB00176,Retinal_detachment
DB00176,Rhabdomyolysis
DB00176,Rheumatoid_arthritis
DB00176,Rhinitis
DB00176,Schizophrenic_reaction
DB00176,Schizophreniform_disorders
DB00176,Scotoma
DB00176,Screaming
DB00176,Seborrheic_dermatitis
DB00176,Seizures
DB00176,Self-injurious_behavior
DB00176,Sense_of_smell_altered
DB00176,Sensory_discomfort
DB00176,Serotonin_syndrome
DB00176,Severe_major_depression_with_psychotic_features
DB00176,Sexual_dysfunction
DB00176,Shock
DB00176,Sialorrhea
DB00176,Sinusitis
DB00176,Sleep_disorders
DB00176,Sleeplessness
DB00176,Slurred_speech
DB00176,Somnolence
DB00176,Spasm
DB00176,St_segment
DB00176,Stevens-johnson_syndrome
DB00176,Stomatitis
DB00176,Stupor
DB00176,Substance_withdrawal_syndrome
DB00176,Sudden_death
DB00176,Suicidal_tendency
DB00176,Suicide_attempt
DB00176,Sweating
DB00176,Syncope
DB00176,Syndrome_screaming
DB00176,Tachycardia
DB00176,Tachycardia%2C_ventricular
DB00176,Tardive_dyskinesia
DB00176,Tendon_contracture
DB00176,Tenosynovitis
DB00176,Tension
DB00176,Tetany
DB00176,Thirst
DB00176,Thrombocytopenia
DB00176,Tongue_discolouration
DB00176,Tongue_diseases
DB00176,Tooth_diseases
DB00176,Torsades_de_pointes
DB00176,Torticollis
DB00176,Toxic_epidermal_necrolysis
DB00176,Traumatic_injury
DB00176,Tremor
DB00176,Trismus
DB00176,Unconscious_state
DB00176,Upper_respiratory_infections
DB00176,Urgency_of_micturition
DB00176,Urinary_incontinence
DB00176,Urinary_retention
DB00176,Urinary_tract_infection
DB00176,Urine_output_increased
DB00176,Urticaria
DB00176,Vaginal_discharge
DB00176,Vaginal_hemorrhage
DB00176,Vaginitis
DB00176,Vascular_purpura
DB00176,Vasculitis
DB00176,Vertigo
DB00176,Virus_diseases
DB00176,Visual_disturbance
DB00176,Visual_impairment
DB00176,Vomiting
DB00176,Weight_decreased
DB00176,Weight_gain
DB00176,White_blood_cell_count_decreased
DB00176,Xerostomia
DB00176,Yawning
DB00176,Skin_rash
DB00177,Abdominal_pain
DB00177,Alopecia
DB00177,Angioedema
DB00177,Arthralgia
DB00177,Asthenia
DB00177,Back_pain
DB00177,Blood_creatinine_increased
DB00177,Bronchitis
DB00177,Bullous_dermatitis
DB00177,Communicable_diseases
DB00177,Coughing
DB00177,Dermatitis
DB00177,Diarrhea
DB00177,Dizziness
DB00177,Dyspepsia
DB00177,Edema
DB00177,Elevated_liver_enzymes
DB00177,Exanthema
DB00177,Fatigue
DB00177,Gastrointestinal_pain
DB00177,Headache
DB00177,Heart_failure
DB00177,Hepatitis
DB00177,Hyperkalemia
DB00177,Hypersensitivity
DB00177,Hypotension
DB00177,Infestation
DB00177,Kidney_failure
DB00177,Kidney_failure%2C_acute
DB00177,Lack_of_libido
DB00177,Musculoskeletal_discomfort
DB00177,Nausea
DB00177,Parasite_infestation
DB00177,Pharyngitis
DB00177,Pruritus
DB00177,Renal_insufficiency
DB00177,Rhabdomyolysis
DB00177,Rhinitis
DB00177,Serum_sickness
DB00177,Sinusitis
DB00177,Sleeplessness
DB00177,Thrombocytopenia
DB00177,Upper_respiratory_infections
DB00177,Vasculitis
DB00177,Vertigo
DB00177,Virus_diseases
DB00178,Abnormal_renal_function
DB00178,Acute_coronary_syndrome
DB00178,Angina_pectoris
DB00178,Angioedema
DB00178,Arthritis
DB00178,Asthenia
DB00178,Blood_urea_increased
DB00178,Cerebrovascular_accident
DB00178,Chest_pain
DB00178,Coughing
DB00178,Dermatitis
DB00178,Diarrhea
DB00178,Dizziness
DB00178,Dyspnea
DB00178,Edema
DB00178,Eosinophilia
DB00178,Erectile_dysfunction
DB00178,Exanthema
DB00178,Headache
DB00178,Heart_failure
DB00178,Hypoglycemia
DB00178,Hyponatremia
DB00178,Hypotension
DB00178,Hypotension%2C_orthostatic
DB00178,Increasing_frequency_of_cough
DB00178,Kidney_failure
DB00178,Leukopenia
DB00178,Liver_function_tests_abnormal_finding
DB00178,Lower_respiratory_tract_infection
DB00178,Myocardial_infarction
DB00178,Nausea
DB00178,Peripheral_edema
DB00178,Protein_urine_present
DB00178,Proteinuria
DB00178,Renal_artery_stenosis
DB00178,Renal_insufficiency
DB00178,Shock
DB00178,Somnolence
DB00178,Syncope
DB00178,Unconscious_state
DB00178,Vertigo
DB00178,Vomiting
DB00178,Hepatotoxicity
DB00179,Allergic_reaction
DB00180,Accidental_injury
DB00180,Back_pain
DB00180,Communicable_diseases
DB00180,Coughing
DB00180,Dermatitis
DB00180,Dyspepsia
DB00180,Epistaxis
DB00180,Exanthema
DB00180,Fever
DB00180,Headache
DB00180,Hypersensitivity
DB00180,Increasing_frequency_of_cough
DB00180,Pain
DB00180,Pharyngitis
DB00180,Rhinitis
DB00180,Sinusitis
DB00180,Traumatic_injury
DB00180,Urinary_tract_infection
DB00180,Vomiting
DB00181,Abdominal_colic
DB00181,Abdominal_pain
DB00181,Abnormal_digestive_tract_function
DB00181,Absence_of_sensation
DB00181,Accidental_injury
DB00181,Agitation
DB00181,Alopecia
DB00181,Alteration_in_patterns_of_urinary_elimination
DB00181,Amnesia
DB00181,Ankle_edema_%28finding%29
DB00181,Anorexia
DB00181,Anxiety
DB00181,Asthenia
DB00181,Ataxia
DB00181,Autonomic_nervous_system_imbalance
DB00181,Back_pain
DB00181,Bladder_pain
DB00181,Bladder_spasm
DB00181,Blurred_vision
DB00181,Bradycardia
DB00181,Cardiac_arrhythmia
DB00181,Cerebrovascular_disorders
DB00181,Chest_discomfort
DB00181,Chest_pain
DB00181,Chest_tightness
DB00181,Chills
DB00181,Comatose
DB00181,Confusion
DB00181,Constipation
DB00181,Decrease_in_appetite
DB00181,Deep_vein_thrombosis
DB00181,Degenerative_polyarthritis
DB00181,Deglutition_disorders
DB00181,Dehydration
DB00181,Dermatitis
DB00181,Diarrhea
DB00181,Diplopia
DB00181,Disorder_of_accommodation
DB00181,Disorientation
DB00181,Disturbance_in_thinking
DB00181,Dizziness
DB00181,Drowsiness
DB00181,Drug_withdrawal_syndrome
DB00181,Dysarthria
DB00181,Dysautonomia
DB00181,Dysgeusia
DB00181,Dyskinetic_syndrome
DB00181,Dyspepsia
DB00181,Dysphoric_mood
DB00181,Dyspnea
DB00181,Dysuria
DB00181,Enuresis
DB00181,Erectile_dysfunction
DB00181,Euphoric_mood
DB00181,Exanthema
DB00181,Exhaustion
DB00181,Fatigue
DB00181,Feeling_abnormal
DB00181,Feeling_suicidal_%28finding%29
DB00181,Fever
DB00181,Flushing
DB00181,Gastrointestinal_diseases
DB00181,Hallucinations
DB00181,Has_tingling_sensation
DB00181,Headache
DB00181,Hematoma%2C_subdural
DB00181,Hematuria
DB00181,Hyperhidrosis_disorder
DB00181,Hypertensive_disease
DB00181,Hypesthesia
DB00181,Hypogeusia
DB00181,Hypotension
DB00181,Hypothermia%2C_natural
DB00181,Hypothermia_due_to_exposure
DB00181,Hypoventilation
DB00181,Hypoxia
DB00181,Ileus
DB00181,Increased_frequency_of_micturition
DB00181,Increased_sweating
DB00181,Joint_swelling
DB00181,Lassitude
DB00181,Lethargy
DB00181,Lightheadedness
DB00181,Liver_dysfunction
DB00181,Low_cardiac_output
DB00181,Memory_impairment
DB00181,Memory_loss
DB00181,Mental_depression
DB00181,Mental_handicap
DB00181,Muscle_hypertonia
DB00181,Muscle_hypotonia
DB00181,Muscle_relaxant_therapy
DB00181,Muscle_spasticity
DB00181,Muscle_weakness
DB00181,Musculoskeletal_discomfort
DB00181,Myalgia
DB00181,Nasal_congestion_%28finding%29
DB00181,Nausea
DB00181,Nightmares
DB00181,Nocturia
DB00181,Numbness
DB00181,Nystagmus
DB00181,Pain
DB00181,Pallor
DB00181,Palpitations
DB00181,Paranoia
DB00181,Paresthesia
DB00181,Peripheral_edema
DB00181,Personality_change
DB00181,Pneumonia
DB00181,Pruritus
DB00181,Psychotic_disorders
DB00181,Pulmonary_function_test_decreased
DB00181,Respiratory_depression
DB00181,Respiratory_failure
DB00181,Retching
DB00181,Seizures
DB00181,Sepsis
DB00181,Septicemia
DB00181,Sexual_dysfunction
DB00181,Shock
DB00181,Sialorrhea
DB00181,Sleeplessness
DB00181,Slow_respiration
DB00181,Slurred_speech
DB00181,Somnolence
DB00181,Speech_disorders
DB00181,Suicide_attempt
DB00181,Syncope
DB00181,Tinnitus
DB00181,Traumatic_injury
DB00181,Tremor
DB00181,Unconscious_state
DB00181,Urinary_incontinence
DB00181,Urinary_retention
DB00181,Urticaria
DB00181,Vertigo
DB00181,Visual_disturbance
DB00181,Visual_impairment
DB00181,Vomiting
DB00181,Weight_decreased
DB00181,Weight_gain
DB00181,Withdrawal_symptoms
DB00181,Xerostomia
DB00182,Cardiac_death
DB00182,Anorexia
DB00182,Myopathy
DB00182,Vomiting
DB00184,Abdominal_pain
DB00184,Acne
DB00184,Application_site_reaction
DB00184,Arthralgia
DB00184,Back_pain
DB00184,Confusion
DB00184,Dermatitis
DB00184,Diarrhea
DB00184,Dizziness
DB00184,Dysgeusia
DB00184,Dysmenorrhea
DB00184,Dyspepsia
DB00184,Dyspnea
DB00184,Edema
DB00184,Exanthema
DB00184,Feeling_abnormal
DB00184,Flatulence
DB00184,Gastrointestinal_pain
DB00184,Has_tingling_sensation
DB00184,Headache
DB00184,Heartburn
DB00184,Influenza-like_illness
DB00184,Influenza-like_symptoms
DB00184,Menstruation_disturbances
DB00184,Musculoskeletal_discomfort
DB00184,Myalgia
DB00184,Nausea
DB00184,Oral_ulcer
DB00184,Pain
DB00184,Palpitations
DB00184,Paresthesia
DB00184,Pruritus
DB00184,Sleeplessness
DB00184,Stomatitis
DB00184,Tongue_diseases
DB00184,Tooth_diseases
DB00184,Vertigo
DB00184,Vomiting
DB00185,Abdominal_pain
DB00185,Anxiety
DB00185,Arthralgia
DB00185,Asthenia
DB00185,Back_pain
DB00185,Bone_pain
DB00185,Bronchitis
DB00185,Chills
DB00185,Cholecystitis
DB00185,Conjunctivitis
DB00185,Coughing
DB00185,Dermatitis
DB00185,Diarrhea
